№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600014721000021;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000021;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Верещагинская, г. Верещагино км 002+700-км 003+348;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;8 395 733,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000021;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000016;5903003509;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРМИНЖСЕЛЬСТРОЙ""";7 514 180,98;16.03.2021 11:21 (МСК+2);;31.12.2021;16.03.2021;614094, г Пермь, ул Связистов, д 24;83422244001piss@perm.raid.ru;
№ 0156300008721000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300008721000020;Определение поставщика завершено;Выполнение работ по эксплуатации и содержанию очистных сооружений дождевой канализации в районе переходаавтодорогиул. Стахановская-Ива, г.Перми, включая промывку трубопроводов, прочистку емкостей и колодцев очистных сооружений и транспортирование изъятых отходов до объекта размещения отходов;АДМИНИСТРАЦИЯ  ГОРОДАПЕРМИ;12.02.2021;8 085 501,23 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300008721000020;"ПЕРМСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЛИГОН""";№3590418035621000002;5902881726;"ПЕРМСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЛИГОН""";"Общество с ограниченной ответственностью ""Транспортная компания Орион""";6 953 530,95;12.03.2021 16:03 (МСК+2);;31.08.2021;12.03.2021;614000, Пермский край, Пермь г, ул.Ленина, д.76;834220757724gorod@gmail.com;
№ 0856600010821000044;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000044;Определение поставщика завершено;Ремонт участков автомобильныхдорогпо ул. Зеленинская протяженностью 0,270 км, ул. Полевая протяженностью 0,435 км и пер.Дорожный  протяженностью 0,240 км в п. Красный Восход Усть - Качкинского сельского поселения;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";12.02.2021;3 394 981,76 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000044;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000022;5903098483;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"Общество с ограниченной ответственностью ""Дортехсервис""";2 529 261,36;26.03.2021 10:36 (МСК+2);;31.12.2021;26.03.2021;614068, ПЕРМСКИЙ КРАЙ, ПЕРМЬ Г, УЛ.ПЕТРОПАВЛОВСКАЯ, Д.103 - 24;73422370815dorteh.servis@yandex.ru;
№ 0156600036721000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600036721000010;Определение поставщика завершено;ремонтно-восстановительные работы улично-дорожной сети в с.Юрла;АДМИНИСТРАЦИЯ ЮРЛИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;567 035,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600036721000010;АДМИНИСТРАЦИЯ ЮРЛИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;;;;;;;;;;;;
№ 0156600026721000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000005;Определение поставщика завершено;"Ремонт автомобильнойдороги""Кунгур-Соликамск"" подъезд к д.Клычи км 000+800 - км 001+500";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;751 648,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000005;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000005;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;БИЛЕТОВ ВЛАДИМИР ВЛАДИСЛАВОВИЧ;631 381,00;11.03.2021 14:30 (МСК+2);;31.12.2021;11.03.2021;617475, Пермский край, г Кунгур, ул Полетаевская, д 13, кв 1;89082657855biletov.v..v@mail.ru;
№ 0156600015521000027;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000027;Определение поставщика завершено;Устройство тротуара в р.п. Октябрьский по ул.Трактовая;АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;4 557 286,49 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015521000027;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3595189916221000023;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";ДАНОЯН СУСАННА ГУРГЕНОВНА;3 463 536,48;15.03.2021 15:24 (МСК+2);;10.09.2021;15.03.2021;614065, г Пермь, ул 3-я Субботинская, д 11;79028048773alyans-mm@mail.ru;
№ 0856600005021000009;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000009;Определение поставщика завершено;РемонтавтодорогиБольшой Пальник - Пыстогово на участках км 001+590 - км 002+260, км 004+181 - км 005+051;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";11.02.2021;1 632 148,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600005021000009;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100798021000012;5981004725;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""";1 623 988,06;23.03.2021 14:03 (МСК+2);;21.10.2021;23.03.2021;619331, Россия, Пермский край, Кочевский район, с.Большая Коча, ул.Центральная 14;83429392424rodina-1962@mail.ru;
№ 0856600005021000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000008;Определение поставщика завершено;"Ремонт участков автомобильныхдорогв населенных пунктах Кочевского муниципального округа: ул. Пионерская (0,950 км), ул. Калинина, включая участок ул. Крупской (0,390 км), ул. О.Кошевого (0,137), ул. Дружбы (0,215), ул. 8 Марта (0,180 км) в с. Кочево; ул. Молодежная (0,050), ул. Набережная (0,370 км), ул. Центральная (0,210 км), ул. Строителей (0,100 км), ул. Садовая (0,300 км), ул. Луговая (0,300 км), ул. Крымская (0,115 км), ул. Долгоевская (0,410 км) в п. Октябрьский; ул. И.Минина (0,560 км), проулок 1 (0,115 км) в д. Лягаево; ул. Лесная (0,910 км) в д. Демино";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";11.02.2021;6 515 604,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600005021000008;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;;;;;;;;;;;;
№ 0156300048621000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300048621000005;Определение поставщика завершено;Ремонт автомобильныхдорогв г.Кунгур: ул. Свободы (от ул.Гоголя до ул. Кирсановой) , ул. Ленский тракт (от ул. Байдерина до границы г.Кунгура), ул. Байдерина (от ул.Блюхера до ул.Ленский тракт), ул.Гагарина (от ул.Байдерина до автомобильного моста через р. Ирень по ул.Гагарина), ул. Сибирский тракт (от ул.Поваренной до ул.Степана Разина, д.1), ул. Карла Маркса (от ул.Уральской до Соборной площади), ул.Красная (от ул. Ситникова до ул.Гоголя);АДМИНИСТРАЦИЯ ГОРОДА КУНГУРАПЕРМСКОГОКРАЯ;11.02.2021;40 644 771,90 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300048621000005;УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА КУНГУРА ПЕРМСКОГО КРАЯ;№3591759535821000012;5948027651;УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДА КУНГУРА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРАКС""";30 600 000,00;11.03.2021 9:04 (МСК+2);;31.10.2021;11.03.2021;614065, г Пермь, ул Теплопроводная 3-я, д 11А;73422025770info-araks@yandex.ru;
№ 0856600005021000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600005021000007;Определение поставщика завершено;РемонтавтодорогиБольшая Коча - Борино на участках км 000+500 - км 001+670, км 004+300 - км 005+330;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО УЧЕТА""";11.02.2021;2 507 241,60 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600005021000007;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100798021000010;5981004725;УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ДОРОЖНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ КОЧЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""";2 494 705,39;23.03.2021 14:02 (МСК+2);;21.10.2021;23.03.2021;619331, Россия, Пермский край, Кочевский район, с.Большая Коча, ул.Центральная 14;83429392424rodina-1962@mail.ru;
№ 0856600010821000043;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000043;Определение поставщика завершено;Ремонт участков автомобильныхдорогпо ул. Сибирская протяженностью  0,530 км и ул. Садовая  протяженностью  0,200 км в с. Фролы Фроловского сельского поселения;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";11.02.2021;9 917 672,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000043;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000018;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";ЕГОЯН ШОГАГАТ АЙКОВНА;7 934 034,92;26.03.2021 10:35 (МСК+2);;31.12.2021;26.03.2021;614107, Пермский край, Пермь г, ул.Металлистов, д.5 - 45;83422023Egosha2015@rambler.ru;
№ 0856600010821000042;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000042;Определение поставщика завершено;Ремонт участков автомобильныхдорогпо ул. Казанский тракт протяженностью 1,020 км в д. Большое Савино и д. Крохово и ул.Аэродромная протяженностью 0,150 км в д. Большое Савино Савинского сельского поселения;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";11.02.2021;10 806 996,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000042;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000019;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";ЕГОЯН ШОГАГАТ АЙКОВНА;9 509 965,02;26.03.2021 10:14 (МСК+2);;31.12.2021;26.03.2021;614107, Пермский край, Пермь г, ул.Металлистов, д.5 - 45;83422023Egosha2015@rambler.ru;
№ 0856600010821000041;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000041;Определение поставщика завершено;"Выполнение работ по ремонту автомобильнойдороги   ""Пермь- Ильинский"" - Хохловка"" - Тупица";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";11.02.2021;14 845 600,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000041;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000030;6686112651;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНТРАНССЕРВИС""";9 491 688,00;26.03.2021 10:43 (МСК+2);;31.12.2021;26.03.2021;624090, Свердловская обл, г Верхняя Пышма, ул Феофанова, д 2Г, кв 116;89082561893dorogi159@mail.ru;
№ 0856600010821000040;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000040;Определение поставщика завершено;Ремонт участков автомобильныхдорогпо ул. Садовая протяженностью 0,360 км и ул. Гагарина протяженностью 0,142 км в д. Скобелевка Хохловского сельского поселения;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";11.02.2021;5 017 951,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000040;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000020;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";КИШМИРЯН ШИРАК АРУТИКОВИЧ;4 265 258,25;26.03.2021 10:22 (МСК+2);;31.12.2021;26.03.2021;614012, г Пермь, ул Норильская, д 11, кв 60;79024777949kishmirshirak@gmail.com;
